body_type,sex,diet,shower_freq,heat_energy_source,transport,vehicle_type,social,monthly_grocery_bill,air_travel_freq,vehicle_km,waste_bag_size,waste_bag_count,tv_daily_time,monthly_clothes,internet_daily_time,energy_eff,recycling,cooking_with,CarbonEmission
normal,female,omnivore,more frequently,electricity,walk/bicycle,,sometimes,75,very frequently,84,large,3,13.18771816,50,23.9870771,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",2601
normal,male,omnivore,less frequently,wood,public,,often,157,frequently,1396,small,5,20.92309558,13,20.75339309,No,"['Paper', 'Glass']",['Microwave'],1895
overweight,male,pescatarian,less frequently,natural gas,public,,often,165,frequently,1703,large,2,21.3649781,18,11.09965731,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",2189
obese,male,pescatarian,daily,electricity,private,hybrid,never,242,rarely,1439,medium,1,19.63410022,2,19.41848686,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1089
normal,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,53,never,30,large,2,13.62567114,49,10.3520874,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1109
overweight,female,pescatarian,more frequently,coal,public,,never,164,never,378,extra large,3,3.683816576,8,19.71719092,No,"['Paper', 'Plastic', 'Glass']",[],1328
overweight,male,vegan,twice a day,coal,walk/bicycle,,often,171,rarely,92,large,3,2.2847566,45,6.992705283,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2298
normal,female,vegan,twice a day,natural gas,public,,never,205,rarely,1007,large,7,12.64306515,47,14.61004973,No,['Paper'],"['Grill', 'Airfryer']",1986
normal,female,pescatarian,more frequently,coal,walk/bicycle,,often,284,never,63,medium,4,13.06402627,28,11.78511492,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1381
overweight,female,vegetarian,less frequently,coal,walk/bicycle,,sometimes,233,never,60,large,7,7.785530121,22,18.36258012,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",1764
obese,female,vegan,twice a day,electricity,private,lpg,sometimes,65,very frequently,5498,extra large,7,22.6607114,18,2.729204701,No,['Glass'],"['Grill', 'Airfryer']",4658
obese,female,omnivore,twice a day,natural gas,private,lpg,often,67,never,8858,medium,6,16.72071406,10,23.74266904,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",3875
overweight,female,pescatarian,more frequently,wood,public,,sometimes,54,never,879,large,3,18.47350451,46,7.144649393,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1536
underweight,male,pescatarian,twice a day,natural gas,private,hybrid,sometimes,143,never,8590,extra large,5,14.71706297,36,2.459538454,Sometimes,[],['Stove'],3191
obese,female,vegan,less frequently,coal,private,hybrid,never,273,very frequently,911,medium,3,19.26278785,38,12.39979594,Sometimes,['Paper'],"['Stove', 'Microwave']",3129
normal,male,vegan,twice a day,coal,walk/bicycle,,sometimes,247,rarely,35,large,6,3.579272779,37,21.48815614,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2294
normal,female,vegan,twice a day,natural gas,public,,never,125,very frequently,1096,large,5,17.01532609,13,1.654957318,Sometimes,['Paper'],['Microwave'],2273
obese,female,vegetarian,more frequently,electricity,walk/bicycle,,sometimes,197,frequently,43,medium,2,17.11132322,5,16.3887439,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",1266
obese,female,omnivore,more frequently,wood,public,,often,159,frequently,1491,large,3,9.741677879,45,16.04983887,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2578
overweight,male,vegan,more frequently,coal,walk/bicycle,,often,93,rarely,7,small,2,4.205776383,14,21.00990486,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1513
overweight,male,pescatarian,twice a day,electricity,private,hybrid,sometimes,132,never,5132,small,7,3.668493292,46,12.11821604,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",2445
overweight,male,vegetarian,more frequently,wood,walk/bicycle,,sometimes,233,frequently,94,small,2,3.351925779,10,22.97288815,No,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1771
overweight,female,vegan,daily,coal,public,,often,159,never,30,small,1,6.456792109,32,12.42743663,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1335
underweight,female,vegan,twice a day,electricity,walk/bicycle,,never,204,rarely,56,small,7,3.069707466,12,0.66895589,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",808
overweight,female,pescatarian,twice a day,natural gas,private,lpg,never,252,very frequently,9734,extra large,7,17.09827072,0,19.2977113,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",5444
obese,male,omnivore,twice a day,coal,private,electric,never,245,rarely,1092,large,6,17.50153124,12,8.477664884,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2052
normal,male,pescatarian,more frequently,coal,private,petrol,sometimes,160,frequently,9363,large,4,2.073066588,10,12.67614353,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",5425
overweight,male,vegetarian,daily,electricity,walk/bicycle,,never,220,never,27,small,5,8.898622107,35,17.35098588,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1100
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,often,187,very frequently,24,extra large,3,23.99093936,1,4.243191405,Yes,"['Plastic', 'Glass']",['Microwave'],2053
underweight,female,omnivore,daily,natural gas,private,electric,never,176,very frequently,4407,extra large,7,18.29014921,29,12.9929986,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",2922
obese,female,omnivore,twice a day,coal,public,,sometimes,292,never,1468,large,3,19.03504777,45,6.277390905,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2160
obese,male,omnivore,twice a day,natural gas,private,diesel,sometimes,234,very frequently,5098,large,5,12.68932601,8,15.2093373,No,['Paper'],"['Grill', 'Airfryer']",4963
underweight,male,omnivore,more frequently,electricity,private,lpg,often,61,rarely,4055,large,1,12.42259407,32,15.00802827,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2207
overweight,female,omnivore,more frequently,electricity,private,petrol,never,71,rarely,352,medium,5,23.49509942,13,5.340571395,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1073
obese,female,vegetarian,twice a day,wood,private,electric,often,212,rarely,4273,medium,6,23.86775993,41,7.679240511,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2177
normal,male,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,56,frequently,7,small,4,19.09308499,24,2.354301545,Yes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1613
normal,female,pescatarian,less frequently,electricity,private,lpg,often,169,frequently,1769,extra large,7,11.54162705,34,1.205553808,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2519
obese,female,vegetarian,less frequently,coal,walk/bicycle,,often,123,rarely,43,large,4,20.57030545,10,6.547963152,No,['Paper'],"['Stove', 'Oven', 'Microwave']",1786
normal,female,omnivore,twice a day,natural gas,private,lpg,often,142,rarely,6372,medium,7,16.72686706,44,22.41330757,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3529
normal,female,vegan,more frequently,wood,public,,often,126,never,1251,medium,6,14.04601452,29,14.80780295,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1311
underweight,female,omnivore,more frequently,wood,private,diesel,never,138,rarely,6063,medium,7,7.248387853,42,15.16235168,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2819
underweight,female,vegetarian,twice a day,coal,private,hybrid,sometimes,138,frequently,8744,medium,7,17.24456592,46,3.160936671,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",3404
obese,male,omnivore,more frequently,electricity,private,lpg,often,260,never,1574,small,5,21.88232752,4,5.920134661,Sometimes,['Glass'],['Stove'],1721
normal,female,pescatarian,less frequently,coal,public,,never,156,very frequently,1672,large,3,17.10854757,15,1.039558002,No,"['Paper', 'Plastic', 'Metal']",['Oven'],2188
normal,female,omnivore,daily,coal,walk/bicycle,,sometimes,291,never,98,large,2,19.28853552,30,12.66590337,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1802
normal,male,vegan,more frequently,electricity,private,diesel,never,165,frequently,7287,medium,6,3.393455294,29,4.894868851,No,"['Paper', 'Plastic']",['Oven'],3613
underweight,female,vegan,twice a day,wood,walk/bicycle,,often,190,frequently,29,extra large,7,15.25420207,38,20.00331846,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2186
overweight,female,vegan,more frequently,wood,private,hybrid,never,56,very frequently,508,large,6,4.156136316,43,2.632034728,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2676
underweight,female,pescatarian,daily,coal,private,electric,often,75,rarely,1995,extra large,3,13.88808167,0,12.61373279,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1183
overweight,male,vegan,less frequently,wood,private,lpg,sometimes,173,very frequently,1800,large,3,5.253557342,42,18.47636329,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",3579
underweight,female,pescatarian,more frequently,electricity,walk/bicycle,,often,85,frequently,98,large,7,15.78344924,23,3.229158905,No,['Plastic'],[],1915
obese,female,pescatarian,more frequently,coal,walk/bicycle,,never,55,frequently,22,extra large,4,22.53982943,29,17.88523357,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2370
obese,female,omnivore,twice a day,wood,private,petrol,sometimes,238,very frequently,3913,extra large,6,15.0515309,30,5.11612708,Sometimes,['Paper'],"['Oven', 'Microwave']",5238
underweight,female,vegan,more frequently,wood,walk/bicycle,,often,184,never,44,medium,1,21.80484968,14,4.944992404,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",1022
underweight,female,pescatarian,less frequently,natural gas,public,,often,243,never,1598,small,1,3.687392558,15,18.15875147,No,['Metal'],"['Stove', 'Oven', 'Microwave']",1074
overweight,female,omnivore,less frequently,coal,private,petrol,often,104,frequently,5677,small,2,3.912317562,34,23.54659973,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4385
obese,female,vegan,twice a day,natural gas,walk/bicycle,,sometimes,267,never,83,medium,7,7.934886981,38,14.59394894,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1618
obese,male,pescatarian,less frequently,coal,private,electric,sometimes,121,never,667,medium,4,13.73287749,8,20.7270516,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1499
underweight,female,pescatarian,daily,wood,private,diesel,sometimes,286,very frequently,7330,large,5,17.12604942,18,4.410634849,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3780
overweight,male,pescatarian,twice a day,wood,walk/bicycle,,often,184,rarely,0,small,2,6.008235511,49,6.494794465,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",1873
obese,male,pescatarian,more frequently,wood,walk/bicycle,,sometimes,262,frequently,66,small,7,0.336180509,17,1.845479808,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2272
normal,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,86,never,27,extra large,3,11.58819889,50,21.38244516,Yes,"['Paper', 'Glass']",['Microwave'],1599
overweight,female,pescatarian,daily,coal,public,,never,227,frequently,1981,large,1,10.42602439,49,12.97485222,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2310
overweight,male,vegetarian,less frequently,wood,private,diesel,sometimes,60,rarely,5743,small,3,10.56359626,37,0.720113328,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2817
obese,male,vegan,less frequently,electricity,public,,often,267,frequently,1338,extra large,3,10.7011956,18,5.790970785,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven']",2091
overweight,female,pescatarian,daily,coal,walk/bicycle,,never,139,frequently,90,large,2,8.314337272,25,4.760868305,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2143
obese,male,pescatarian,twice a day,natural gas,public,,never,181,very frequently,1182,small,5,19.34178331,39,7.318331298,No,[],"['Microwave', 'Grill', 'Airfryer']",3689
normal,female,vegan,more frequently,wood,public,,never,279,very frequently,347,large,3,15.57829317,2,19.29222641,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",2133
underweight,female,omnivore,daily,wood,public,,sometimes,122,rarely,1286,small,4,3.436451985,38,0.901932233,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1458
obese,male,omnivore,twice a day,electricity,private,diesel,often,281,never,2948,small,4,13.88514441,8,13.8319484,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],1903
obese,male,omnivore,daily,wood,walk/bicycle,,never,200,never,53,small,7,3.42448796,44,12.61439267,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1594
overweight,male,pescatarian,daily,wood,private,hybrid,sometimes,60,never,2677,small,2,6.333617209,20,18.14979404,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1594
overweight,male,vegetarian,daily,electricity,public,,often,244,frequently,626,small,6,11.11743345,6,18.1448803,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1755
overweight,female,pescatarian,twice a day,coal,public,,never,102,very frequently,726,extra large,7,23.69841039,45,20.42784968,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",3399
overweight,female,vegetarian,less frequently,wood,public,,never,197,frequently,48,extra large,3,3.397527798,16,22.45368389,Yes,['Paper'],['Stove'],1567
underweight,male,pescatarian,twice a day,wood,private,hybrid,often,117,rarely,6711,large,3,22.65137464,6,6.065248041,Sometimes,['Paper'],['Stove'],2344
overweight,male,vegan,daily,coal,walk/bicycle,,sometimes,71,very frequently,46,large,6,9.910898851,11,23.43974751,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2790
overweight,female,vegetarian,more frequently,wood,walk/bicycle,,often,91,frequently,88,small,5,21.69115118,49,5.778587973,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2067
obese,female,omnivore,less frequently,coal,walk/bicycle,,sometimes,180,rarely,85,large,4,22.07774038,27,11.82443275,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",2118
underweight,male,omnivore,more frequently,coal,walk/bicycle,,often,278,frequently,82,large,5,21.52768103,39,17.51108058,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2791
underweight,male,vegan,less frequently,coal,public,,never,262,frequently,1972,extra large,7,13.1493149,42,15.03373452,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2798
overweight,male,omnivore,twice a day,wood,public,,sometimes,69,very frequently,1080,medium,3,5.016334565,35,5.261867272,Yes,[],"['Stove', 'Grill', 'Airfryer']",2861
obese,female,vegetarian,more frequently,coal,private,lpg,sometimes,69,very frequently,9670,medium,2,21.84527424,48,23.19197946,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5411
overweight,male,omnivore,daily,electricity,walk/bicycle,,never,120,very frequently,32,large,2,5.21995375,16,11.3001761,Sometimes,['Metal'],['Stove'],2310
normal,male,vegan,twice a day,wood,walk/bicycle,,often,105,very frequently,99,small,1,1.03736962,17,1.46291808,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",2349
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,284,never,85,extra large,5,14.72358478,12,10.07769531,Yes,"['Paper', 'Glass']",['Microwave'],1302
overweight,male,vegan,twice a day,electricity,private,hybrid,sometimes,243,very frequently,9996,small,1,4.683133004,4,19.32134188,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",3538
underweight,female,vegan,less frequently,electricity,private,electric,never,118,rarely,6992,large,1,4.176307185,45,16.79499274,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",752
overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,often,289,frequently,72,extra large,2,5.693174477,6,10.5380703,Yes,['Metal'],"['Oven', 'Microwave']",2160
normal,female,pescatarian,daily,wood,private,diesel,never,139,frequently,4202,extra large,2,19.56457276,48,1.113552422,Yes,['Metal'],"['Stove', 'Microwave']",2799
overweight,male,vegan,twice a day,natural gas,private,lpg,never,280,never,5546,extra large,7,21.47589257,24,9.83353156,Sometimes,['Metal'],"['Grill', 'Airfryer']",3804
overweight,female,pescatarian,twice a day,electricity,public,,often,259,frequently,1277,large,4,3.356356344,21,7.740880117,Yes,[],"['Stove', 'Oven', 'Microwave']",2214
normal,male,vegetarian,less frequently,wood,walk/bicycle,,sometimes,206,never,65,large,7,9.693522601,47,10.53851845,No,[],"['Microwave', 'Grill', 'Airfryer']",2166
obese,male,pescatarian,daily,natural gas,walk/bicycle,,never,51,frequently,93,small,3,22.80235364,26,20.89163919,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1966
obese,male,pescatarian,daily,natural gas,public,,sometimes,238,never,263,large,2,13.48446202,24,9.372909019,No,"['Plastic', 'Glass', 'Metal']",[],1524
overweight,female,omnivore,twice a day,electricity,private,diesel,sometimes,174,never,8347,large,4,18.25161324,0,17.23687375,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2789
normal,female,vegetarian,more frequently,coal,public,,never,173,very frequently,1376,extra large,3,23.67197395,9,1.913487811,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2499
obese,male,omnivore,twice a day,coal,walk/bicycle,,often,224,never,0,large,1,4.236778979,30,14.79336067,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1687
normal,female,omnivore,daily,natural gas,public,,never,55,never,870,extra large,4,16.83539491,17,13.83844154,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1450
underweight,female,omnivore,twice a day,natural gas,private,hybrid,often,152,rarely,8216,large,7,4.277407087,27,11.77352001,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2534
